Rater,Trait,Theta,info_data_rater
CL-3.5-H,SF,-9.09091,0.0268225
CL-3.5-H,SF,-8.78788,0.0216353
CL-3.5-H,SF,-8.48485,0.0182558
CL-3.5-H,SF,-8.18182,0.0164489
CL-3.5-H,SF,-7.87879,0.0160839
CL-3.5-H,SF,-7.57576,0.0171347
CL-3.5-H,SF,-7.27273,0.01968
CL-3.5-H,SF,-6.9697,0.0239043
CL-3.5-H,SF,-6.66667,0.0300979
CL-3.5-H,SF,-6.36364,0.0386516
CL-3.5-H,SF,-6.06061,0.0500374
CL-3.5-H,SF,-5.75758,0.0647629
CL-3.5-H,SF,-5.45454,0.0832822
CL-3.5-H,SF,-5.15151,0.105846
CL-3.5-H,SF,-4.85E+00,0.13229
CL-3.5-H,SF,-4.54545,0.161774
CL-3.5-H,SF,-4.24242,0.192585
CL-3.5-H,SF,-3.93939,0.222108
CL-3.5-H,SF,-3.63636,0.247168
CL-3.5-H,SF,-3.33333,0.264764
CL-3.5-H,SF,-3.0303,0.273022
CL-3.5-H,SF,-2.72727,0.271942
CL-3.5-H,SF,-2.42424,0.263547
CL-3.5-H,SF,-2.12121,0.251328
CL-3.5-H,SF,-1.81818,0.239268
CL-3.5-H,SF,-1.51515,0.230886
CL-3.5-H,SF,-1.21212,0.228568
CL-3.5-H,SF,-0.90909,0.233231
CL-3.5-H,SF,-0.60606,0.244235
CL-3.5-H,SF,-0.303029,0.25948
CL-3.5-H,SF,8.9407e-007,0.275749
CL-3.5-H,SF,0.303031,0.289378
CL-3.5-H,SF,0.606062,0.297224
CL-3.5-H,SF,0.909092,0.297647
CL-3.5-H,SF,1.21212,0.291081
CL-3.5-H,SF,1.51515,0.27988
CL-3.5-H,SF,1.81818,0.267513
CL-3.5-H,SF,2.12121,0.257482
CL-3.5-H,SF,2.42424,0.252379
CL-3.5-H,SF,2.72727,0.253286
CL-3.5-H,SF,3.0303,0.259544
CL-3.5-H,SF,3.33333,0.268851
CL-3.5-H,SF,3.63636,0.277715
CL-3.5-H,SF,3.93939,0.282272
CL-3.5-H,SF,4.24243,0.279347
CL-3.5-H,SF,4.54546,0.267404
CL-3.5-H,SF,4.84849,0.246953
CL-3.5-H,SF,5.15152,0.220242
CL-3.5-H,SF,5.45455,0.190418
CL-3.5-H,SF,5.75758,0.160603
CL-3.5-H,SF,6.06061,0.133269
CL-3.5-H,SF,6.36364,0.11001
CL-3.5-H,SF,6.66667,0.0916414
CL-3.5-H,SF,6.9697,0.0784367
CL-3.5-H,SF,7.27273,0.0703824
CL-3.5-H,SF,7.57576,0.0673778
CL-3.5-H,SF,7.87879,0.0693548
CL-3.5-H,SF,8.18182,0.0763177
CL-3.5-H,SF,8.48485,0.0883045
CL-3.5-H,SF,8.78788,0.105267
CL-3.5-H,SF,9.09091,0.126873
CL-3.5-H,SF,9.39394,0.152245
CL-3.5-H,SF,9.69697,0.179706
CL-3.5-H,SF,10,0.20666
CL-3.5-H,SF,10.303,0.229775
CL-3.5-H,SF,10.6061,0.245568
CL-3.5-H,SF,10.9091,0.251304
CL-3.5-H,SF,11.2121,0.245859
CL-3.5-H,SF,11.5152,0.230094
CL-3.5-H,SF,11.8182,0.206541
CL-3.5-H,SF,12.1212,0.178559
CL-3.5-H,SF,12.4242,0.149419
CL-3.5-H,SF,12.7273,0.121664
CL-3.5-H,SF,13.0303,0.0968793
CL-3.5-H,SF,13.3333,0.0757841
CL-3.5-H,SF,13.6364,0.0584623
CL-3.5-H,SF,13.9394,0.0446172
CL-3.5-H,SF,14.2424,0.0337723
CL-3.5-H,SF,14.5455,0.0254049
CL-3.5-H,SF,14.8485,0.0190213
CL-3.5-H,SF,15.1515,0.0141919
CL-3.5-H,SF,15.4545,0.0105609
CL-3.5-H,SF,15.7576,0.00784365
CL-3.5-H,SF,16.0606,0.00581709
CL-3.5-H,SF,16.3636,0.00430951
CL-3.5-H,SF,16.6667,0.0031901
CL-3.5-H,SF,16.9697,0.00236007
CL-3.5-H,SF,17.2727,0.00174525
CL-3.5-H,SF,17.5758,0.00129017
CL-3.5-H,SF,17.8788,0.000953534
CL-3.5-H,SF,18.1818,0.000704609
CL-3.5-H,SF,18.4848,0.000520599
CL-3.5-H,SF,18.7879,0.000384607
CL-3.5-H,SF,19.0909,0.000284119
CL-3.5-H,SF,19.3939,0.000209875
CL-3.5-H,SF,19.697,0.000155025
CL-3.5-H,SF,20,0.000114507
CL-3.5-H,SF,20.303,8.45776e-005
CL-3.5-H,SF,20.6061,6.24698e-005
CL-3.5-H,SF,20.9091,4.61403e-005
CL-3.5-H,SF,21.2121,3.4079e-005
CL-3.5-H,SF,21.5152,2.51703e-005
CL-3.5-H,SF,21.8182,1.85905e-005
CL-3.5-H,SF,22.1212,1.37306e-005
CL-3.5-H,SF,22.4242,1.01412e-005
CL-3.5-H,SF,22.7273,7.49009e-006
CL-3.5-H,SF,23.0303,5.53203e-006
CL-3.5-H,SF,23.3333,4.08584e-006
CL-3.5-H,SF,23.6364,3.01771e-006
CL-3.5-H,SF,23.9394,2.22881e-006
CL-3.5-H,SF,24.2424,1.64615e-006
CL-3.5-H,SF,24.5455,1.21581e-006
CL-3.5-H,SF,24.8485,8.97971e-007
CL-3.5-H,SF,25.1515,6.63221e-007
CL-3.5-H,SF,25.4545,4.89839e-007
CL-3.5-H,SF,25.7576,3.61784e-007
CL-3.5-H,SF,26.0606,2.67205e-007
CL-3.5-H,SF,26.3636,1.97352e-007
CL-3.5-H,SF,26.6667,1.45759e-007
CL-3.5-H,SF,26.9697,1.07655e-007
CL-3.5-H,SF,27.2727,7.9511e-008
CL-3.5-H,SF,27.5758,5.8725e-008
CL-3.5-H,SF,27.8788,4.33729e-008
CL-3.5-H,SF,28.1818,3.20342e-008
CL-3.5-H,SF,28.4848,2.36598e-008
CL-3.5-H,SF,28.7879,1.74746e-008
CL-3.5-H,SF,29.0909,1.29063e-008
CL-3.5-H,SF,29.3939,9.53228e-009
CL-3.5-H,SF,29.697,7.04031e-009
CL-3.5-H,SF,30,5.19982e-009
CL-3.5-S,SF,-30,7.84405e-009
CL-3.5-S,SF,-29.697,1.06205e-008
CL-3.5-S,SF,-29.3939,1.43797e-008
CL-3.5-S,SF,-29.0909,1.94694e-008
CL-3.5-S,SF,-28.7879,2.63608e-008
CL-3.5-S,SF,-28.4848,3.56913e-008
CL-3.5-S,SF,-28.1818,4.83244e-008
CL-3.5-S,SF,-27.8788,6.54291e-008
CL-3.5-S,SF,-27.5758,8.85881e-008
CL-3.5-S,SF,-27.2727,1.19944e-007
CL-3.5-S,SF,-26.9697,1.62399e-007
CL-3.5-S,SF,-26.6667,2.19882e-007
CL-3.5-S,SF,-26.3636,2.9771e-007
CL-3.5-S,SF,-26.0606,4.03085e-007
CL-3.5-S,SF,-25.7576,5.4576e-007
CL-3.5-S,SF,-25.4545,7.38934e-007
CL-3.5-S,SF,-25.1515,1.00048e-006
CL-3.5-S,SF,-24.8485,1.35461e-006
CL-3.5-S,SF,-24.5455,1.83408e-006
CL-3.5-S,SF,-24.2424,2.48326e-006
CL-3.5-S,SF,-23.9394,3.36221e-006
CL-3.5-S,SF,-23.6364,4.55228e-006
CL-3.5-S,SF,-23.3333,6.16356e-006
CL-3.5-S,SF,-23.0303,8.34516e-006
CL-3.5-S,SF,-22.7273,1.12989e-005
CL-3.5-S,SF,-22.4242,1.52981e-005
CL-3.5-S,SF,-22.1212,2.07127e-005
CL-3.5-S,SF,-21.8182,2.80437e-005
CL-3.5-S,SF,-21.5152,3.79691e-005
CL-3.5-S,SF,-21.2121,5.14072e-005
CL-3.5-S,SF,-20.9091,6.96005e-005
CL-3.5-S,SF,-20.6061,9.42313e-005
CL-3.5-S,SF,-20.303,0.000127576
CL-3.5-S,SF,-20,0.000172717
CL-3.5-S,SF,-19.697,0.000233823
CL-3.5-S,SF,-19.3939,0.000316533
CL-3.5-S,SF,-19.0909,0.000428477
CL-3.5-S,SF,-18.7879,0.000579963
CL-3.5-S,SF,-18.4848,0.000784922
CL-3.5-S,SF,-18.1818,0.00106216
CL-3.5-S,SF,-17.8788,0.00143704
CL-3.5-S,SF,-17.5758,0.00194371
CL-3.5-S,SF,-17.2727,0.00262808
CL-3.5-S,SF,-16.9697,0.00355169
CL-3.5-S,SF,-16.6667,0.00479675
CL-3.5-S,SF,-16.3636,0.00647254
CL-3.5-S,SF,-16.0606,0.00872334
CL-3.5-S,SF,-15.7576,0.011738
CL-3.5-S,SF,-15.4545,0.0157602
CL-3.5-S,SF,-15.1515,0.0210993
CL-3.5-S,SF,-14.8485,0.0281374
CL-3.5-S,SF,-14.5455,0.0373292
CL-3.5-S,SF,-14.2424,0.0491841
CL-3.5-S,SF,-13.9394,0.0642198
CL-3.5-S,SF,-13.6364,0.082867
CL-3.5-S,SF,-13.3333,0.105313
CL-3.5-S,SF,-13.0303,0.131276
CL-3.5-S,SF,-12.7273,0.159752
CL-3.5-S,SF,-12.4242,0.188808
CL-3.5-S,SF,-12.1212,0.215593
CL-3.5-S,SF,-11.8182,0.236712
CL-3.5-S,SF,-11.5152,0.248988
CL-3.5-S,SF,-11.2121,0.250405
CL-3.5-S,SF,-10.9091,0.240809
CL-3.5-S,SF,-10.6061,0.221973
CL-3.5-S,SF,-10.303,0.197003
CL-3.5-S,SF,-10,0.169414
CL-3.5-S,SF,-9.69697,0.142313
CL-3.5-S,SF,-9.39394,0.117959
CL-3.5-S,SF,-9.09091,0.097702
CL-3.5-S,SF,-8.78788,0.0821767
CL-3.5-S,SF,-8.48485,0.0715637
CL-3.5-S,SF,-8.18182,0.0658342
CL-3.5-S,SF,-7.87879,0.0649232
CL-3.5-S,SF,-7.57576,0.0688217
CL-3.5-S,SF,-7.27273,0.0775934
CL-3.5-S,SF,-6.9697,0.0913149
CL-3.5-S,SF,-6.66667,0.109937
CL-3.5-S,SF,-6.36364,0.133072
CL-3.5-S,SF,-6.06061,0.159724
CL-3.5-S,SF,-5.76E+00,0.188064
CL-3.5-S,SF,-5.45454,0.215361
CL-3.5-S,SF,-5.15151,0.238261
CL-3.5-S,SF,-4.84848,0.253473
CL-3.5-S,SF,-4.54545,0.258703
CL-3.5-S,SF,-4.24242,0.25345
CL-3.5-S,SF,-3.93939,0.239237
CL-3.5-S,SF,-3.63636,0.219156
CL-3.5-S,SF,-3.33333,0.196978
CL-3.5-S,SF,-3.0303,0.176277
CL-3.5-S,SF,-2.72727,0.159875
CL-3.5-S,SF,-2.42424,0.149672
CL-3.5-S,SF,-2.12121,0.146702
CL-3.5-S,SF,-1.81818,0.151254
CL-3.5-S,SF,-1.51515,0.162924
CL-3.5-S,SF,-1.21212,0.180543
CL-3.5-S,SF,-0.90909,0.20206
CL-3.5-S,SF,-0.60606,0.224516
CL-3.5-S,SF,-0.303029,0.244281
CL-3.5-S,SF,8.9407e-007,0.257683
CL-3.5-S,SF,0.303031,0.261923
CL-3.5-S,SF,0.606062,0.25592
CL-3.5-S,SF,0.909092,0.24065
CL-3.5-S,SF,1.21212,0.218799
CL-3.5-S,SF,1.51515,0.193905
CL-3.5-S,SF,1.81818,0.169457
CL-3.5-S,SF,2.12121,0.148279
CL-3.5-S,SF,2.42424,0.132324
CL-3.5-S,SF,2.72727,0.122758
CL-3.5-S,SF,3.0303,0.120159
CL-3.5-S,SF,3.33333,0.12468
CL-3.5-S,SF,3.63636,0.136104
CL-3.5-S,SF,3.93939,0.153764
CL-3.5-S,SF,4.24243,0.17636
CL-3.5-S,SF,4.54546,0.201775
CL-3.5-S,SF,4.84849,0.227048
CL-3.5-S,SF,5.15152,0.248676
CL-3.5-S,SF,5.45455,0.263312
CL-3.5-S,SF,5.75758,0.268702
CL-3.5-S,SF,6.06061,0.264463
CL-3.5-S,SF,6.36364,0.252272
CL-3.5-S,SF,6.66667,0.235368
CL-3.5-S,SF,6.9697,0.217633
CL-3.5-S,SF,7.27273,0.202673
CL-3.5-S,SF,7.57576,0.193214
CL-3.5-S,SF,7.87879,0.190825
CL-3.5-S,SF,8.18182,0.195857
CL-3.5-S,SF,8.48485,0.207429
CL-3.5-S,SF,8.78788,0.223454
CL-3.5-S,SF,9.09091,0.240756
CL-3.5-S,SF,9.39394,0.255473
CL-3.5-S,SF,9.69697,0.263799
CL-3.5-S,SF,10,0.262944
CL-3.5-S,SF,10.303,0.251936
CL-3.5-S,SF,10.6061,0.231833
CL-3.5-S,SF,10.9091,0.205254
CL-3.5-S,SF,11.2121,0.175472
CL-3.5-S,SF,11.5152,0.14552
CL-3.5-S,SF,11.8182,0.117645
CL-3.5-S,SF,12.1212,0.093157
CL-3.5-S,SF,12.4242,0.0725575
CL-3.5-S,SF,12.7273,0.055788
CL-3.5-S,SF,13.0303,0.0424692
CL-3.5-S,SF,13.3333,0.0320854
CL-3.5-S,SF,13.6364,0.0241015
CL-3.5-S,SF,13.9394,0.0180262
CL-3.5-S,SF,14.2424,0.0134387
CL-3.5-S,SF,14.5455,0.00999459
CL-3.5-S,SF,14.8485,0.00741979
CL-3.5-S,SF,15.1515,0.00550095
CL-3.5-S,SF,15.4545,0.00407432
CL-3.5-S,SF,15.7576,0.00301547
CL-3.5-S,SF,16.0606,0.00223058
CL-3.5-S,SF,16.3636,0.00164933
CL-3.5-S,SF,16.6667,0.00121918
CL-3.5-S,SF,16.9697,0.000901017
CL-3.5-S,SF,17.2727,0.000665776
CL-3.5-S,SF,17.5758,0.000491892
CL-3.5-S,SF,17.8788,0.000363391
CL-3.5-S,SF,18.1818,0.000268442
CL-3.5-S,SF,18.4848,0.000198292
CL-3.5-S,SF,18.7879,0.000146469
CL-3.5-S,SF,19.0909,0.000108186
CL-3.5-S,SF,19.3939,7.99084e-005
CL-3.5-S,SF,19.697,5.90208e-005
CL-3.5-S,SF,20,4.35927e-005
CL-3.5-S,SF,20.303,3.21973e-005
CL-3.5-S,SF,20.6061,2.37806e-005
CL-3.5-S,SF,20.9091,1.7564e-005
CL-3.5-S,SF,21.2121,1.29725e-005
CL-3.5-S,SF,21.5152,9.58121e-006
CL-3.5-S,SF,21.8182,7.0765e-006
CL-3.5-S,SF,22.1212,5.22656e-006
CL-3.5-S,SF,22.4242,3.86022e-006
CL-3.5-S,SF,22.7273,2.85108e-006
CL-3.5-S,SF,23.0303,2.10574e-006
CL-3.5-S,SF,23.3333,1.55525e-006
CL-3.5-S,SF,23.6364,1.14867e-006
CL-3.5-S,SF,23.9394,8.48385e-007
CL-3.5-S,SF,24.2424,6.26598e-007
CL-3.5-S,SF,24.5455,4.62791e-007
CL-3.5-S,SF,24.8485,3.41807e-007
CL-3.5-S,SF,25.1515,2.52451e-007
CL-3.5-S,SF,25.4545,1.86454e-007
CL-3.5-S,SF,25.7576,1.37711e-007
CL-3.5-S,SF,26.0606,1.0171e-007
CL-3.5-S,SF,26.3636,7.51205e-008
CL-3.5-S,SF,26.6667,5.54823e-008
CL-3.5-S,SF,26.9697,4.09779e-008
CL-3.5-S,SF,27.2727,3.02653e-008
CL-3.5-S,SF,27.5758,2.23533e-008
CL-3.5-S,SF,27.8788,1.65096e-008
CL-3.5-S,SF,28.1818,1.21936e-008
CL-3.5-S,SF,28.4848,9.00592e-009
CL-3.5-S,SF,28.7879,6.65156e-009
CL-3.5-S,SF,29.0909,4.91269e-009
CL-3.5-S,SF,29.3939,3.62839e-009
CL-3.5-S,SF,29.697,2.67985e-009
CL-3.5-S,SF,30,1.97927e-009
HR-1,Con,-30,1.74702e-008
HR-1,Con,-29.697,2.36538e-008
HR-1,Con,-29.3939,3.20262e-008
HR-1,Con,-29.0909,4.33621e-008
HR-1,Con,-28.7879,5.87104e-008
HR-1,Con,-28.4848,7.94913e-008
HR-1,Con,-28.1818,1.07628e-007
HR-1,Con,-27.8788,1.45723e-007
HR-1,Con,-27.5758,1.97302e-007
HR-1,Con,-27.2727,2.67138e-007
HR-1,Con,-26.9697,3.61694e-007
HR-1,Con,-26.6667,4.89718e-007
HR-1,Con,-26.3636,6.63055e-007
HR-1,Con,-26.0606,8.97747e-007
HR-1,Con,-25.7576,1.21551e-006
HR-1,Con,-25.4545,1.64574e-006
HR-1,Con,-25.1515,2.22826e-006
HR-1,Con,-24.8485,3.01696e-006
HR-1,Con,-24.5455,4.08482e-006
HR-1,Con,-24.2424,5.53065e-006
HR-1,Con,-23.9394,7.48822e-006
HR-1,Con,-23.6364,1.01387e-005
HR-1,Con,-23.3333,1.37272e-005
HR-1,Con,-23.0303,1.85859e-005
HR-1,Con,-22.7273,2.51641e-005
HR-1,Con,-22.4242,3.40705e-005
HR-1,Con,-22.1212,4.61288e-005
HR-1,Con,-21.8182,6.24542e-005
HR-1,Con,-21.5152,8.45565e-005
HR-1,Con,-21.2121,0.000114479
HR-1,Con,-20.9091,0.000154987
HR-1,Con,-20.6061,0.000209823
HR-1,Con,-20.303,0.000284048
HR-1,Con,-20,0.000384512
HR-1,Con,-19.697,0.00052047
HR-1,Con,-19.3939,0.000704434
HR-1,Con,-19.0909,0.0009533
HR-1,Con,-18.7879,0.00128986
HR-1,Con,-18.4848,0.00174482
HR-1,Con,-18.1818,0.0023595
HR-1,Con,-17.8788,0.00318933
HR-1,Con,-17.5758,0.00430848
HR-1,Con,-17.2727,0.00581574
HR-1,Con,-16.9697,0.00784187
HR-1,Con,-16.6667,0.0105586
HR-1,Con,-16.3636,0.0141889
HR-1,Con,-16.0606,0.0190175
HR-1,Con,-15.7576,0.0254004
HR-1,Con,-15.4545,0.0337671
HR-1,Con,-15.1515,0.0446118
HR-1,Con,-14.8485,0.0584578
HR-1,Con,-14.5455,0.0757827
HR-1,Con,-14.2424,0.0968852
HR-1,Con,-13.9394,0.121684
HR-1,Con,-13.6364,0.149465
HR-1,Con,-13.3333,0.178647
HR-1,Con,-13.0303,0.206693
HR-1,Con,-12.7273,0.230341
HR-1,Con,-12.4242,0.246235
HR-1,Con,-12.1212,0.251851
HR-1,Con,-11.8182,0.246335
HR-1,Con,-11.5152,0.230824
HR-1,Con,-11.2121,0.208071
HR-1,Con,-10.9091,0.181587
HR-1,Con,-10.6061,0.154745
HR-1,Con,-10.303,0.13019
HR-1,Con,-10,0.10966
HR-1,Con,-9.69697,0.0941069
HR-1,Con,-9.39394,0.083942
HR-1,Con,-9.09091,0.0792914
HR-1,Con,-8.78788,0.0801754
HR-1,Con,-8.48485,0.0865933
HR-1,Con,-8.18182,0.098508
HR-1,Con,-7.87879,0.11573
HR-1,Con,-7.57576,0.137709
HR-1,Con,-7.27273,0.163275
HR-1,Con,-6.9697,0.190412
HR-1,Con,-6.66667,0.216214
HR-1,Con,-6.36364,0.237194
HR-1,Con,-6.06061,0.249987
HR-1,Con,-5.75758,0.25229
HR-1,Con,-5.45454,0.243609
HR-1,Con,-5.15151,0.225423
HR-1,Con,-4.84848,0.200667
HR-1,Con,-4.54545,0.172814
HR-1,Con,-4.24242,0.145028
HR-1,Con,-3.93939,0.119655
HR-1,Con,-3.63636,0.0981204
HR-1,Con,-3.33333,0.0810921
HR-1,Con,-3.0303,0.0687398
HR-1,Con,-2.72727,0.0609881
HR-1,Con,-2.42424,0.0577036
HR-1,Con,-2.12121,0.0588103
HR-1,Con,-1.81818,0.0643367
HR-1,Con,-1.51515,0.0744001
HR-1,Con,-1.21212,0.0891274
HR-1,Con,-9.09E-01,0.108504
HR-1,Con,-6.06E-01,0.132152
HR-1,Con,-0.303029,0.159064
HR-1,Con,8.9407e-007,0.187372
HR-1,Con,0.303031,0.2143
HR-1,Con,0.606062,0.236458
HR-1,Con,0.909092,0.250542
HR-1,Con,1.21212,0.254273
HR-1,Con,1.51515,0.247168
HR-1,Con,1.81818,0.230739
HR-1,Con,2.12121,0.208001
HR-1,Con,2.42424,0.182579
HR-1,Con,2.72727,0.157844
HR-1,Con,3.0303,0.136408
HR-1,Con,3.33333,0.120003
HR-1,Con,3.63636,0.109632
HR-1,Con,3.93939,0.105797
HR-1,Con,4.24243,0.108708
HR-1,Con,4.54546,0.118366
HR-1,Con,4.84849,0.134531
HR-1,Con,5.15152,0.156569
HR-1,Con,5.45455,0.183225
HR-1,Con,5.75758,0.212441
HR-1,Con,6.06061,0.24137
HR-1,Con,6.36364,0.266748
HR-1,Con,6.66667,0.285654
HR-1,Con,6.9697,0.29643
HR-1,Con,7.27273,0.299331
HR-1,Con,7.57576,0.296503
HR-1,Con,7.87879,0.291246
HR-1,Con,8.18182,0.286874
HR-1,Con,8.48485,0.285639
HR-1,Con,8.78788,0.288049
HR-1,Con,9.09091,0.292709
HR-1,Con,9.39394,0.296725
HR-1,Con,9.69697,0.296592
HR-1,Con,10,0.289342
HR-1,Con,10.303,0.273556
HR-1,Con,10.6061,0.249786
HR-1,Con,10.9091,0.220233
HR-1,Con,11.2121,0.187906
HR-1,Con,11.5152,0.155716
HR-1,Con,11.8182,0.125878
HR-1,Con,12.1212,0.0996976
HR-1,Con,12.4242,0.0776775
HR-1,Con,12.7273,0.059745
HR-1,Con,13.0303,0.0454956
HR-1,Con,13.3333,0.0343809
HR-1,Con,13.6364,0.0258313
HR-1,Con,13.9394,0.0193231
HR-1,Con,14.2424,0.0144075
HR-1,Con,14.5455,0.0107161
HR-1,Con,14.8485,0.00795601
HR-1,Con,15.1515,0.00589883
HR-1,Con,15.4545,0.00436919
HR-1,Con,15.7576,0.00323381
HR-1,Con,16.0606,0.00239214
HR-1,Con,16.3636,0.00176882
HR-1,Con,16.6667,0.00130753
HR-1,Con,16.9697,0.000966317
HR-1,Con,17.2727,0.000714031
HR-1,Con,17.5758,0.000527547
HR-1,Con,17.8788,0.000389733
HR-1,Con,18.1818,0.000287902
HR-1,Con,18.4848,0.000212667
HR-1,Con,18.7879,0.000157087
HR-1,Con,19.0909,0.00011603
HR-1,Con,19.3939,8.57017e-005
HR-1,Con,19.697,6.32998e-005
HR-1,Con,20,4.67532e-005
HR-1,Con,20.303,3.45316e-005
HR-1,Con,20.6061,2.55047e-005
HR-1,Con,20.9091,1.88374e-005
HR-1,Con,21.2121,1.3913e-005
HR-1,Con,21.5152,1.02759e-005
HR-1,Con,21.8182,7.58955e-006
HR-1,Con,22.1212,5.60549e-006
HR-1,Con,22.4242,4.1401e-006
HR-1,Con,22.7273,3.05779e-006
HR-1,Con,23.0303,2.25841e-006
HR-1,Con,23.3333,1.66801e-006
HR-1,Con,23.6364,1.23196e-006
HR-1,Con,23.9394,9.09894e-007
HR-1,Con,24.2424,6.72027e-007
HR-1,Con,24.5455,4.96344e-007
HR-1,Con,24.8485,3.66588e-007
HR-1,Con,25.1515,2.70754e-007
HR-1,Con,25.4545,1.99972e-007
HR-1,Con,25.7576,1.47695e-007
HR-1,Con,26.0606,1.09084e-007
HR-1,Con,26.3636,8.05669e-008
HR-1,Con,26.6667,5.95049e-008
HR-1,Con,26.9697,4.39489e-008
HR-1,Con,27.2727,3.24596e-008
HR-1,Con,27.5758,2.39739e-008
HR-1,Con,27.8788,1.77066e-008
HR-1,Con,28.1818,1.30777e-008
HR-1,Con,28.4848,9.65886e-009
HR-1,Con,28.7879,7.13382e-009
HR-1,Con,29.0909,5.26887e-009
HR-1,Con,29.3939,3.89146e-009
HR-1,Con,29.697,2.87414e-009
HR-1,Con,30,2.12277e-009
HR-2,Con,-30,6.24997e-009
HR-2,Con,-29.697,8.46217e-009
HR-2,Con,-29.3939,1.14574e-008
HR-2,Con,-29.0909,1.55128e-008
HR-2,Con,-28.7879,2.10037e-008
HR-2,Con,-28.4848,2.8438e-008
HR-2,Con,-28.1818,3.85038e-008
HR-2,Con,-27.8788,5.21325e-008
HR-2,Con,-27.5758,7.0585e-008
HR-2,Con,-27.2727,9.55689e-008
HR-2,Con,-26.9697,1.29396e-007
HR-2,Con,-26.6667,1.75197e-007
HR-2,Con,-26.3636,2.37208e-007
HR-2,Con,-26.0606,3.2117e-007
HR-2,Con,-25.7576,4.34849e-007
HR-2,Con,-25.4545,5.88766e-007
HR-2,Con,-25.1515,7.97162e-007
HR-2,Con,-24.8485,1.07932e-006
HR-2,Con,-24.5455,1.46135e-006
HR-2,Con,-24.2424,1.97861e-006
HR-2,Con,-23.9394,2.67894e-006
HR-2,Con,-23.6364,3.62716e-006
HR-2,Con,-23.3333,4.911e-006
HR-2,Con,-23.0303,6.64926e-006
HR-2,Con,-22.7273,9.00276e-006
HR-2,Con,-22.4242,1.21893e-005
HR-2,Con,-22.1212,1.65036e-005
HR-2,Con,-21.8182,2.23448e-005
HR-2,Con,-21.5152,3.02534e-005
HR-2,Con,-21.2121,4.0961e-005
HR-2,Con,-20.9091,5.54579e-005
HR-2,Con,-20.6061,7.50846e-005
HR-2,Con,-20.303,0.000101656
HR-2,Con,-20,0.000137628
HR-2,Con,-19.697,0.000186325
HR-2,Con,-19.3939,0.000252243
HR-2,Con,-19.0909,0.000341467
HR-2,Con,-18.7879,0.000462223
HR-2,Con,-18.4848,0.000625632
HR-2,Con,-18.1818,0.000846715
HR-2,Con,-17.8788,0.00114575
HR-2,Con,-17.5758,0.00155008
HR-2,Con,-17.2727,0.00209651
HR-2,Con,-16.9697,0.0028345
HR-2,Con,-16.6667,0.00383034
HR-2,Con,-16.3636,0.0051725
HR-2,Con,-16.0606,0.00697849
HR-2,Con,-15.7576,0.00940332
HR-2,Con,-15.4545,0.0126494
HR-2,Con,-15.1515,0.0169778
HR-2,Con,-14.8485,0.0227182
HR-2,Con,-14.5455,0.0302767
HR-2,Con,-14.2424,0.040133
HR-2,Con,-13.9394,0.0528198
HR-2,Con,-13.6364,0.0688689
HR-2,Con,-13.3333,0.0887075
HR-2,Con,-13.0303,0.11249
HR-2,Con,-12.7273,0.139866
HR-2,Con,-12.4242,0.169731
HR-2,Con,-12.1212,0.200057
HR-2,Con,-11.8182,0.227969
HR-2,Con,-11.5152,0.250207
HR-2,Con,-11.2121,0.263964
HR-2,Con,-10.9091,0.267824
HR-2,Con,-10.6061,0.262364
HR-2,Con,-10.303,0.250078
HR-2,Con,-10,0.23467
HR-2,Con,-9.69697,0.220066
HR-2,Con,-9.39394,0.209575
HR-2,Con,-9.09091,0.205375
HR-2,Con,-8.78788,0.208297
HR-2,Con,-8.48485,0.217771
HR-2,Con,-8.18182,0.231866
HR-2,Con,-7.87879,0.247458
HR-2,Con,-7.57576,0.260683
HR-2,Con,-7.27273,0.267729
HR-2,Con,-6.9697,0.265812
HR-2,Con,-6.66667,0.253981
HR-2,Con,-6.36364,0.23332
HR-2,Con,-6.06061,0.206462
HR-2,Con,-5.75758,0.176674
HR-2,Con,-5.45454,0.146982
HR-2,Con,-5.15151,0.119627
HR-2,Con,-4.84848,0.0959329
HR-2,Con,-4.54545,0.0764435
HR-2,Con,-4.24242,0.0611754
HR-2,Con,-3.93939,0.0498647
HR-2,Con,-3.63636,0.0421564
HR-2,Con,-3.33333,0.0377299
HR-2,Con,-3.0303,0.0363714
HR-2,Con,-2.72727,0.0380095
HR-2,Con,-2.42E+00,0.0427239
HR-2,Con,-2.12121,0.0507323
HR-2,Con,-1.81818,0.0623494
HR-2,Con,-1.51515,0.0779069
HR-2,Con,-1.21E+00,0.0976177
HR-2,Con,-9.09E-01,0.121376
HR-2,Con,-0.60606,0.1485
HR-2,Con,-0.303029,0.177489
HR-2,Con,8.9407e-007,0.205902
HR-2,Con,0.303031,0.230542
HR-2,Con,0.606062,0.248045
HR-2,Con,0.909092,0.255785
HR-2,Con,1.21212,0.252746
HR-2,Con,1.51515,0.239931
HR-2,Con,1.81818,0.22007
HR-2,Con,2.12121,0.1968
HR-2,Con,2.42424,0.17375
HR-2,Con,2.72727,0.153907
HR-2,Con,3.0303,0.13937
HR-2,Con,3.33333,0.131405
HR-2,Con,3.63636,0.130616
HR-2,Con,3.93939,0.137081
HR-2,Con,4.24243,0.150369
HR-2,Con,4.54546,0.169434
HR-2,Con,4.84849,0.192442
